label,definition,comment,exactSynonym,broadSynonym,narrowSynonym,relatedSynonym,subsetType,uri
microwave stellar radiation,A stellar radiation process during which electromagnetic waves or their quanta are emitted from a star at wavelengths and frequencies which travel exclusively in a line-of-sight fashion and which may produce molecular rotation and torsion on contact with matter.,"This definition focuses on the properties of microwaves rather than their wavelength or frequency limits. Considerable ambiguity exists around the wavelength and frequency thresholds of microwaves. The ISO 21348 definition bounds these waves at 1 mm and 15 mm, with frequencies between 100 GHz and 0.225 GHz.",microwave radiation,,microwave solar radiation,,envoAstro,http://purl.obolibrary.org/obo/ENVO_01001212
visible spectrum stellar radiation,A stellar radiation process during which electromagnetic waves or their quanta are emitted from a star at wavelengths between 380 nm and 760 nm.,,optical stellar radiation,,visible spectrum solar radiation,,envoAstro,http://purl.obolibrary.org/obo/ENVO_01001215
hot Jupiter,"A giant gas planet which has a jovian-scale mass (0.36–11.8 Jupiter masses), a short orbital period (1.3–111 Earth days), and which is close to the star it orbits, resulting in extreme and exotic atmospheric properties.","It is assumed that the mass of a hot Jupiter cannot be greater than approximately 13.6 Jupiter masses, beyond which the planet would start burning deuterium and become a brown dwarf.",pegasid|roaster planet|pegasean planet|epistellar jovian,,,,envoAstro,http://purl.obolibrary.org/obo/ENVO_01001131
protoplanet,"An astronomical object that forms within a protoplanetary disc when planetesimals and other solid debris aggregate and, due to gravitational forces,  fuse and initiate internal melting to produce a differentiated interior.","Protoplanets are thought to form out of kilometer-sized planetesimals that gravitationally perturb each other's orbits and collide, gradually coalescing into the dominant planets. The exact sequence of events which lead to planetary formation from protoplanets is not fully understood.",planetary embryo,,,,envoAstro,http://purl.obolibrary.org/obo/ENVO_01001149
radio wave stellar radiation,A stellar radiation process during which electromagnetic waves or their quanta are emitted from a star at wavelengths ranging from millimetre to kilometer scales.,"As with microwaves, considerable variation exists in the delimitation of frequency and wavelength thresholds for radiowaves. The ISO 21348 standard allows a wavelength range of 0.10 mm to 100 m and a frequency range of 300 GHz to 3 MHz. However, much lower thresholds also exist.",radio wave radiation,,radio wave solar radiation,,envoAstro,http://purl.obolibrary.org/obo/ENVO_01001213
terrestrial planet,A planet that is composed primarily of silicate rocks or metals.,,telluric planet|rocky planet,,,Earth-like planet,envoAstro,http://purl.obolibrary.org/obo/ENVO_01000958
particle beam radiation,A particle radiation process during which subatomic particles move in the same direction.,,,,,,envoAstro|environmental_hazards,http://purl.obolibrary.org/obo/ENVO_01001025
radiation,A process during which energy is emitted or transmitted in the form of waves or particles through space or a material medium.,,,,,,envoAstro|environmental_hazards,http://purl.obolibrary.org/obo/ENVO_01001023
particle radiation,A radiation process during which energy is transmitted or emitted by means of fast-moving subatomic particles.,,,,,,envoAstro|environmental_hazards,http://purl.obolibrary.org/obo/ENVO_01001024
gamma-ray stellar radiation,A stellar radiation process during which penetrating electromagnetic radiation is emitted from the radioactive decay (gamma decay) of atomic nuclei.,"Ambiguity exists in the definition of gamma rays. As a rule of thumb, gamma rays have energies above 100 keV, frequencies above 10 exahertz, and wavelengths less than 10 picometers. However, regardless of the energy released, electromagnetic radiation from radioactive decay of atomic nuclei is referred to as ""gamma rays"". In astronomy, however, gamma rays are defined by their energy, and no production process needs to be specified.",,,gamma-ray solar radiation,,envoAstro|environmental_hazards,http://purl.obolibrary.org/obo/ENVO_01001218
stellar radiation,An electromagnetic radiation process during which electromagnetic waves or their quanta are emitted from a star.,,,,solar radiation,,envoAstro|environmental_hazards,http://purl.obolibrary.org/obo/ENVO_01001211
ultraviolet stellar radiation,A stellar radiation process during which electromagnetic waves or their quanta are emitted from a star at wavelengths between 10 nm and 400 nm.,,,,ultraviolet solar radiation,,envoAstro|environmental_hazards,http://purl.obolibrary.org/obo/ENVO_01001216
electromagnetic radiation,"A radiation process during which waves (or their quanta, photons) of the electromagnetic field propagate (radiate) through space carrying electromagnetic energy.",Note that this class is concerned only with active radiative processes: static electric and magnetic fields are not inlcuded. All electromagnetic radiation carries radiant energy.,EM radiation,,,,envoAstro|environmental_hazards,http://purl.obolibrary.org/obo/ENVO_01001026
X-ray stellar radiation,A stellar radiation process during which penetrating electromagnetic radiation is emitted by high-energy electrons as they fall into a lower state of energy.,"Ambiguity exists in the definition of x-rays and their differentiation from gamma rays. Photons with sufficient energy to be classified as x-rays may be emitted by other processes than electrons falling to lower energy states. Most x-rays have wavelengths ranging from 0.01 to 10 nanometers, corresponding to frequencies in the range of 30 petahertz to 30 exahertz and energies in the range of 100 eV to 100 keV.",X-ray stellar radiation|X-ray radiation|x ray stellar radiation,,X-ray solar radiation,,envoAstro|environmental_hazards,http://purl.obolibrary.org/obo/ENVO_01001217
cirrus uncinus cloud,"A cirrus cloud which does not have grey parts and which is often shaped like a comma, terminating at its highest point in a hook, or in a tuft, the upper part of which is not in the form of a rounded protuberance.",,,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001421
cirrus homogenitus cloud,A cloud which is cirriform and is formed by condensation events centred on an aircraft's contrail.,,,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001159
homogenitus cloud,"A cloud which is formed by condensation events triggered by some anthropogenic processes or the outputs thereof, such as aircraft contrails or emissions from chimneys.",,,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001415
bora,"A fall wind which has a source so cold that, when the atmospheric gas reaches the lowlands or coast, the dynamic warming is insufficient to raise its temperature to the normal level for the region; hence it appears as a cold wind.",,,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001727
cooling-driven katabatic wind,A katabatic wind which is driven by the cooling and subsequent sinking of atmospheric gas masses.,,,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001721
meteor,A meteor is any matter- or energy-based entity which is located in the atmosphere of an astronomical body.,,,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001008
photometeor,A meteor that is primarily composed of light.,,,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001009
lithometeor,A meteor which is primarily composed of rock.,,,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001012
hydrometeor,A meteor which is primarily composed of water.,,,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001010
halo,"A photometeor which is produced by light that is reflected, refracted, and dispersed by ice crystals, capable of acting as prisms and mirrors, suspended in an astronomical body's atmosphere.",,,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001017
nautical squall,"A storm which is nautical, localised, and of high severity local storm considered as a whole: that is, winds and cloud mass and (if any) precipitation, thunder and lightning.",,,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001729
anafront,A weather front at which warm air is ascending to high altitudes along the frontal surface.,,,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001708
katafront,A weather front at which warm air is descending to lower altitudes along the frontal surface.,,,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001709
upper front,A weather front which is part of a mass of upper air.,,,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001713
jet-effect wind,"A wind which is driven by the acceleration of flow through a gap, constriction, or channel resulting from large-scale pressure gradient, or by Venturi acceleration through a constricting passage.",,,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001730
dry-adiabatic process,An adiabatic process during which no condensation of water vapor occurs and no liquid water is present.,,,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001724
haze,"An aersolised mass of dust, smoke, or other dry particulates which scatters visible light thus obsscuring visibility through an atmosphere.",,,,,,envoAtmo,http://purl.obolibrary.org/obo/ENVO_01001402
